ID,Method,Buffer Size,Hop size,Min IOI,Silence Threshold,Onset Threshold,,Global Accuracy,Global Precision,Global Recall,Global f1,,MAvg_pp Accuracy,MAvg_pp Precision,MAvg_pp Recall,MAvg_pp f1,,MAvg_t Accuracy,MAvg_t Precision,MAvg_t Recall,MAvg_t f1,,Piano Accuracy,Piano Precision,Piano Recall,,Mezzoforte Accuracy,Mezzoforte Precision,Mezzoforte Recall,,Forte Accuracy,Forte Precision,Forte Recall,,Adj Min (ms),Avg (ms),Adj Max (ms),Percentage in Adj min-max,MAvg_t Mean,MAvg_t IQR,MAvg_t Var,MAvg_t SD,MAvg_t loTukeyFence,MAvg_t hiTukeyFence,MAvg_t percentageIn,,Logfile name
316,specdiff,128,64,0.02,-32,2.5,,0.7986,0.8921,0.8840,0.8880,,0.8401,0.9165,0.9042,0.9103,,0.8410,0.9191,0.9032,0.9100,,0.7469,0.8750,0.8361,,0.7912,0.8914,0.8756,,0.8563,0.9077,0.9379,,2.47,4.66,6.51,0.9327,4.6932,0.9855,1.3811,1.0734,2.5948,6.5367,0.9465,,./results/res_specdiff_128_64_-32.0_2.5_0.02.log
317,specdiff,128,64,0.02,-32,2.7,,0.8011,0.9030,0.8765,0.8896,,0.8399,0.9231,0.8981,0.9104,,0.8430,0.9255,0.8996,0.9116,,0.7395,0.8778,0.8244,,0.8037,0.9097,0.8733,,0.8586,0.9189,0.9290,,2.26,4.53,6.45,0.9338,4.5580,0.9932,1.3496,1.0582,2.4514,6.4242,0.9466,,./results/res_specdiff_128_64_-32.0_2.7_0.02.log
318,specdiff,128,64,0.02,-32,2.9,,0.7988,0.9106,0.8667,0.8881,,0.8380,0.9281,0.8911,0.9091,,0.8365,0.9277,0.8893,0.9073,,0.7363,0.8813,0.8173,,0.8187,0.9291,0.8733,,0.8398,0.9191,0.9069,,2.12,4.38,6.29,0.9366,4.3986,0.9966,1.3893,1.0394,2.2823,6.2686,0.9525,,./results/res_specdiff_128_64_-32.0_2.9_0.02.log
319,specdiff,128,64,0.02,-32,2.8,,0.8017,0.9070,0.8735,0.8899,,0.8402,0.9258,0.8959,0.9106,,0.8408,0.9262,0.8963,0.9102,,0.7405,0.8819,0.8220,,0.8157,0.9227,0.8756,,0.8469,0.9141,0.9202,,2.18,4.47,6.38,0.9371,4.4924,0.9906,1.4087,1.0486,2.3813,6.3435,0.9493,,./results/res_specdiff_128_64_-32.0_2.8_0.02.log
320,specdiff,128,64,0.02,-32,2.6,,0.8022,0.8981,0.8825,0.8902,,0.8424,0.9206,0.9031,0.9117,,0.8468,0.9242,0.9054,0.9137,,0.7406,0.8741,0.8290,,0.8008,0.9037,0.8756,,0.8635,0.9138,0.9401,,2.33,4.60,6.47,0.9326,4.6300,0.9811,1.3801,1.0743,2.5435,6.4679,0.9452,,./results/res_specdiff_128_64_-32.0_2.6_0.02.log
321,specdiff,128,64,0.02,-32,2.65,,0.8030,0.9007,0.8810,0.8907,,0.8437,0.9231,0.9020,0.9124,,0.8480,0.9263,0.9045,0.9144,,0.7442,0.8765,0.8314,,0.8020,0.9076,0.8733,,0.8612,0.9154,0.9357,,2.32,4.56,6.45,0.9316,4.5922,0.9860,1.3750,1.0725,2.5009,6.4448,0.9451,,./results/res_specdiff_128_64_-32.0_2.65_0.02.log
322,specdiff,128,64,0.02,-34,2.65,,0.8007,0.8893,0.8893,0.8893,,0.8424,0.9147,0.9087,0.9116,,0.8462,0.9182,0.9101,0.9133,,0.7536,0.8667,0.8525,,0.8004,0.8962,0.8822,,0.8468,0.9032,0.9313,,2.32,4.58,6.45,0.9280,4.5976,0.9922,1.4934,1.1032,2.4850,6.4537,0.9426,,./results/res_specdiff_128_64_-34.0_2.65_0.02.log
323,specdiff,128,64,0.02,-34,2.7,,0.7988,0.8915,0.8848,0.8881,,0.8387,0.9146,0.9047,0.9096,,0.8412,0.9173,0.9052,0.9105,,0.7490,0.8678,0.8454,,0.8020,0.8982,0.8822,,0.8441,0.9065,0.9246,,2.26,4.55,6.45,0.9302,4.5636,0.9979,1.4687,1.0893,2.4389,6.4304,0.9441,,./results/res_specdiff_128_64_-34.0_2.7_0.02.log
324,specdiff,128,64,0.02,-35,2.8,,0.7928,0.8841,0.8848,0.8845,,0.8349,0.9095,0.9047,0.9071,,0.8374,0.9120,0.9052,0.9080,,0.7526,0.8629,0.8548,,0.7992,0.8924,0.8844,,0.8257,0.8957,0.9135,,2.18,4.50,6.38,0.9319,4.5019,1.0071,1.5513,1.0806,2.3441,6.3724,0.9465,,./results/res_specdiff_128_64_-35.0_2.8_0.02.log
325,specdiff,128,64,0.02,-30,2.65,,0.8101,0.9177,0.8735,0.8951,,0.8480,0.9363,0.8952,0.9153,,0.8496,0.9370,0.8970,0.9153,,0.7340,0.8892,0.8080,,0.8146,0.9287,0.8689,,0.8797,0.9319,0.9401,,2.32,4.53,6.41,0.9345,4.5758,0.9796,1.3309,1.0602,2.5056,6.4240,0.9479,,./results/res_specdiff_128_64_-30.0_2.65_0.02.log
326,specdiff,128,64,0.02,-30,2.6,,0.8105,0.9157,0.8758,0.8953,,0.8476,0.9342,0.8968,0.9151,,0.8491,0.9352,0.8983,0.9150,,0.7325,0.8869,0.8080,,0.8150,0.9267,0.8711,,0.8820,0.9301,0.9446,,2.37,4.57,6.41,0.9321,4.6132,0.9725,1.3326,1.0611,2.5520,6.4420,0.9479,,./results/res_specdiff_128_64_-30.0_2.6_0.02.log
327,specdiff,128,64,0.02,-29,2.6,,0.8125,0.9234,0.8712,0.8966,,0.8496,0.9410,0.8929,0.9163,,0.8510,0.9411,0.8949,0.9156,,0.7170,0.8868,0.7892,,0.8155,0.9351,0.8644,,0.9036,0.9431,0.9557,,2.45,4.55,6.37,0.9326,4.6092,0.9725,1.3232,1.0589,2.5524,6.4424,0.9487,,./results/res_specdiff_128_64_-29.0_2.6_0.02.log
328,specdiff,128,64,0.02,-29,2.5,,0.8143,0.9215,0.8750,0.8976,,0.8509,0.9398,0.8956,0.9172,,0.8495,0.9384,0.8955,0.9147,,0.7292,0.8906,0.8009,,0.8121,0.9306,0.8644,,0.8998,0.9390,0.9557,,2.47,4.62,6.45,0.9355,4.6806,0.9761,1.3399,1.0655,2.6077,6.5122,0.9467,,./results/res_specdiff_128_64_-29.0_2.5_0.02.log
329,specdiff,128,64,0.02,-40,2.7,,0.7465,0.8249,0.8870,0.8549,,0.8063,0.8685,0.9084,0.8874,,0.8161,0.8800,0.9089,0.8925,,0.7341,0.8277,0.8665,,0.7192,0.7956,0.8822,,0.7874,0.8527,0.9113,,2.26,4.58,6.45,0.9278,4.5916,0.9995,1.5781,1.1164,2.4338,6.4317,0.9413,,./results/res_specdiff_128_64_-40.0_2.7_0.02.log
330,specdiff,128,64,0.02,-40,2.9,,0.7521,0.8405,0.8773,0.8585,,0.8085,0.8783,0.9007,0.8891,,0.8155,0.8879,0.8993,0.8924,,0.7355,0.8360,0.8595,,0.7383,0.8229,0.8778,,0.7825,0.8630,0.8936,,2.12,4.43,6.29,0.9288,4.4248,1.0192,1.7252,1.1292,2.2376,6.3145,0.9460,,./results/res_specdiff_128_64_-40.0_2.9_0.02.log
331,specdiff,256,64,0.02,-32,2.5,,0.8340,0.9225,0.8968,0.9095,,0.8677,0.9409,0.9141,0.9273,,0.8678,0.9409,0.9145,0.9267,,0.7923,0.9024,0.8665,,0.8212,0.9272,0.8778,,0.8875,0.9363,0.9446,,3.26,5.28,7.29,0.9370,5.3485,0.9652,1.2247,1.0125,3.2994,7.1602,0.9446,,./results/res_specdiff_256_64_-32.0_2.5_0.02.log
332,specdiff,256,64,0.02,-32,2.6,,0.8282,0.9234,0.8893,0.9060,,0.8636,0.9413,0.9087,0.9247,,0.8656,0.9428,0.9101,0.9253,,0.7799,0.8990,0.8548,,0.8243,0.9336,0.8756,,0.8792,0.9357,0.9357,,3.16,5.19,7.17,0.9365,5.2587,0.9534,1.2265,1.0121,3.2247,7.0382,0.9453,,./results/res_specdiff_256_64_-32.0_2.6_0.02.log
333,specdiff,256,64,0.02,-32,2.4,,0.8339,0.9192,0.8998,0.9094,,0.8677,0.9378,0.9169,0.9273,,0.8692,0.9385,0.9186,0.9275,,0.7966,0.9029,0.8712,,0.8199,0.9231,0.8800,,0.8841,0.9303,0.9468,,3.39,5.36,7.42,0.9381,5.4380,0.9727,1.2227,1.0123,3.3749,7.2656,0.9440,,./results/res_specdiff_256_64_-32.0_2.4_0.02.log
334,specdiff,256,64,0.02,-32,2.3,,0.8390,0.9184,0.9066,0.9125,,0.8721,0.9382,0.9218,0.9299,,0.8732,0.9390,0.9225,0.9297,,0.7996,0.8993,0.8782,,0.8223,0.9213,0.8844,,0.8942,0.9329,0.9557,,3.53,5.45,7.49,0.9352,5.5269,0.9817,1.2574,1.0225,3.4338,7.3607,0.9428,,./results/res_specdiff_256_64_-32.0_2.3_0.02.log
335,specdiff,256,64,0.02,-32,2.2,,0.8377,0.9138,0.9096,0.9117,,0.8713,0.9351,0.9239,0.9294,,0.8702,0.9338,0.9242,0.9280,,0.8038,0.8998,0.8829,,0.8193,0.9151,0.8867,,0.8889,0.9251,0.9579,,3.09,5.54,7.59,0.9363,5.6041,0.9912,1.3668,1.0660,3.4929,7.4575,0.9427,,./results/res_specdiff_256_64_-32.0_2.2_0.02.log
336,specdiff,256,64,0.02,-32,2.35,,0.8355,0.9181,0.9029,0.9104,,0.8689,0.9371,0.9191,0.9280,,0.8702,0.9379,0.9203,0.9281,,0.7991,0.9012,0.8759,,0.8223,0.9213,0.8844,,0.8841,0.9303,0.9468,,3.47,5.41,7.46,0.9366,5.4857,0.9807,1.2512,1.0171,3.3990,7.3219,0.9427,,./results/res_specdiff_256_64_-32.0_2.35_0.02.log
337,specdiff,256,64,0.02,-32,2.25,,0.8374,0.9157,0.9074,0.9115,,0.8710,0.9363,0.9223,0.9292,,0.8711,0.9361,0.9229,0.9285,,0.8017,0.8995,0.8806,,0.8172,0.9149,0.8844,,0.8923,0.9309,0.9557,,3.64,5.49,7.54,0.9344,5.5581,0.9891,1.2968,1.0488,3.4571,7.4135,0.9436,,./results/res_specdiff_256_64_-32.0_2.25_0.02.log
338,specdiff,256,64,0.02,-33,2.3,,0.8363,0.9136,0.9081,0.9109,,0.8711,0.9349,0.9236,0.9292,,0.8741,0.9366,0.9257,0.9302,,0.7966,0.8931,0.8806,,0.8210,0.9172,0.8867,,0.8905,0.9289,0.9557,,3.53,5.46,7.52,0.9345,5.5351,0.9859,1.2759,1.0295,3.4297,7.3733,0.9431,,./results/res_specdiff_256_64_-33.0_2.3_0.02.log
339,specdiff,256,64,0.02,-33,2.35,,0.8316,0.9125,0.9036,0.9081,,0.8670,0.9333,0.9203,0.9267,,0.8704,0.9352,0.9231,0.9282,,0.7924,0.8926,0.8759,,0.8210,0.9172,0.8867,,0.8804,0.9262,0.9468,,3.47,5.42,7.46,0.9350,5.4939,0.9788,1.2699,1.0242,3.4057,7.3207,0.9429,,./results/res_specdiff_256_64_-33.0_2.35_0.02.log
340,specdiff,256,64,0.02,-34,2.3,,0.8316,0.9087,0.9074,0.9081,,0.8679,0.9315,0.9230,0.9272,,0.8729,0.9343,0.9268,0.9295,,0.7920,0.8850,0.8829,,0.8193,0.9151,0.8867,,0.8827,0.9246,0.9512,,3.53,5.46,7.49,0.9336,5.5337,0.9843,1.2751,1.0288,3.4331,7.3702,0.9430,,./results/res_specdiff_256_64_-34.0_2.3_0.02.log
341,specdiff,256,64,0.02,-34,2.4,,0.8265,0.9095,0.9006,0.9050,,0.8636,0.9311,0.9182,0.9246,,0.8691,0.9338,0.9229,0.9273,,0.7890,0.8884,0.8759,,0.8169,0.9169,0.8822,,0.8727,0.9219,0.9424,,3.39,5.37,7.42,0.9365,5.4441,0.9661,1.2393,1.0183,3.3869,7.2512,0.9427,,./results/res_specdiff_256_64_-34.0_2.4_0.02.log
342,specdiff,256,64,0.02,-35,2.3,,0.8306,0.9031,0.9119,0.9075,,0.8666,0.9270,0.9263,0.9265,,0.8717,0.9305,0.9294,0.9290,,0.7971,0.8819,0.8923,,0.8167,0.9072,0.8911,,0.8773,0.9186,0.9512,,3.53,5.48,7.54,0.9356,5.5398,0.9889,1.2969,1.0327,3.4262,7.3817,0.9426,,./results/res_specdiff_256_64_-35.0_2.3_0.02.log
343,specdiff,256,64,0.02,-35,2.4,,0.8273,0.9058,0.9051,0.9055,,0.8642,0.9287,0.9214,0.9250,,0.8698,0.9319,0.9255,0.9278,,0.7958,0.8873,0.8852,,0.8160,0.9110,0.8867,,0.8691,0.9179,0.9424,,3.39,5.38,7.45,0.9359,5.4489,0.9672,1.2661,1.0250,3.3850,7.2539,0.9418,,./results/res_specdiff_256_64_-35.0_2.4_0.02.log
344,specdiff,256,64,0.02,-38,2.5,,0.8173,0.8961,0.9029,0.8995,,0.8568,0.9212,0.9198,0.9204,,0.8601,0.9228,0.9227,0.9219,,0.7933,0.8796,0.8899,,0.8040,0.8984,0.8844,,0.8540,0.9093,0.9335,,3.26,5.31,7.32,0.9349,5.3737,0.9671,1.3531,1.0652,3.3003,7.1685,0.9385,,./results/res_specdiff_256_64_-38.0_2.5_0.02.log
345,specdiff,256,64,0.02,-38,2.6,,0.8142,0.8976,0.8976,0.8976,,0.8546,0.9221,0.9160,0.9190,,0.8596,0.9249,0.9196,0.9215,,0.7833,0.8765,0.8806,,0.8069,0.9043,0.8822,,0.8516,0.9109,0.9290,,3.16,5.22,7.24,0.9362,5.2835,0.9594,1.3551,1.0652,3.2207,7.0584,0.9403,,./results/res_specdiff_256_64_-38.0_2.6_0.02.log
346,specdiff,256,64,0.02,-40,3,,0.8007,0.9049,0.8742,0.8893,,0.8464,0.9271,0.9000,0.9133,,0.8485,0.9280,0.9008,0.9139,,0.7715,0.8804,0.8618,,0.8079,0.9200,0.8689,,0.8221,0.9136,0.8914,,2.96,4.86,6.78,0.9225,4.8949,0.9674,1.4822,1.0979,2.8045,6.6742,0.9380,,./results/res_specdiff_256_64_-40.0_3.0_0.02.log
347,specdiff,256,64,0.02,-30,2.2,,0.8390,0.9223,0.9029,0.9125,,0.8690,0.9418,0.9156,0.9284,,0.8672,0.9394,0.9162,0.9262,,0.7816,0.9012,0.8548,,0.8274,0.9277,0.8844,,0.9064,0.9356,0.9667,,3.09,5.52,7.59,0.9391,5.5974,0.9789,1.3301,1.0582,3.5113,7.4269,0.9447,,./results/res_specdiff_256_64_-30.0_2.2_0.02.log
348,specdiff,256,64,0.02,-30,2.1,,0.8435,0.9214,0.9089,0.9151,,0.8699,0.9389,0.9199,0.9292,,0.8675,0.9363,0.9197,0.9265,,0.7901,0.9022,0.8642,,0.8313,0.9301,0.8867,,0.9070,0.9301,0.9734,,3.28,5.60,7.65,0.9379,5.6792,0.9807,1.3599,1.0668,3.5933,7.5162,0.9452,,./results/res_specdiff_256_64_-30.0_2.1_0.02.log
349,specdiff,256,64,0.02,-29,2.1,,0.8452,0.9281,0.9044,0.9161,,0.8732,0.9467,0.9159,0.9310,,0.8714,0.9451,0.9163,0.9286,,0.7811,0.9032,0.8525,,0.8302,0.9362,0.8800,,0.9226,0.9423,0.9778,,3.28,5.58,7.65,0.9417,5.6705,0.9710,1.3157,1.0567,3.6085,7.4927,0.9459,,./results/res_specdiff_256_64_-29.0_2.1_0.02.log
350,specdiff,256,64,0.02,-29,2,,0.8424,0.9233,0.9059,0.9145,,0.8714,0.9434,0.9170,0.9299,,0.8699,0.9421,0.9172,0.9277,,0.7833,0.9035,0.8548,,0.8250,0.9296,0.8800,,0.9170,0.9345,0.9800,,3.36,5.66,7.78,0.9426,5.7468,0.9868,1.3218,1.0610,3.6551,7.6024,0.9472,,./results/res_specdiff_256_64_-29.0_2.0_0.02.log
351,specdiff,256,64,0.02,-29,2.15,,0.8417,0.9279,0.9006,0.9140,,0.8707,0.9464,0.9132,0.9295,,0.8695,0.9448,0.9141,0.9274,,0.7747,0.9025,0.8454,,0.8285,0.9340,0.8800,,0.9203,0.9441,0.9734,,3.17,5.55,7.65,0.9431,5.6319,0.9635,1.3153,1.0556,3.5794,7.4334,0.9449,,./results/res_specdiff_256_64_-29.0_2.15_0.02.log
352,specdiff,512,64,0.02,-32,2,,0.8570,0.9344,0.9119,0.9230,,0.8858,0.9526,0.9242,0.9381,,0.8801,0.9478,0.9223,0.9338,,0.8056,0.9019,0.8829,,0.8517,0.9481,0.8933,,0.9133,0.9515,0.9579,,4.13,6.64,8.88,0.9414,6.7471,1.0425,1.2214,1.0390,4.5507,8.7208,0.9462,,./results/res_specdiff_512_64_-32.0_2.0_0.02.log
353,specdiff,512,64,0.02,-32,2.1,,0.8572,0.9378,0.9089,0.9231,,0.8859,0.9549,0.9220,0.9381,,0.8799,0.9505,0.9191,0.9337,,0.8090,0.9062,0.8829,,0.8471,0.9500,0.8867,,0.9151,0.9557,0.9557,,4.80,6.54,8.71,0.9395,6.6407,1.0329,1.2167,1.0359,4.4597,8.5915,0.9467,,./results/res_specdiff_512_64_-32.0_2.1_0.02.log
354,specdiff,512,64,0.02,-32,2.05,,0.8555,0.9350,0.9096,0.9221,,0.8848,0.9529,0.9225,0.9375,,0.8780,0.9477,0.9195,0.9324,,0.8056,0.9019,0.8829,,0.8475,0.9479,0.8889,,0.9131,0.9535,0.9557,,4.05,6.59,8.75,0.9404,6.6935,1.0251,1.2188,1.0373,4.5284,8.6287,0.9445,,./results/res_specdiff_512_64_-32.0_2.05_0.02.log
355,specdiff,512,64,0.02,-32,1.9,,0.8535,0.9294,0.9127,0.9210,,0.8828,0.9492,0.9240,0.9364,,0.8764,0.9439,0.9220,0.9316,,0.8081,0.9002,0.8876,,0.8400,0.9410,0.8867,,0.9118,0.9455,0.9623,,4.28,6.74,8.98,0.9406,6.8503,1.0502,1.2269,1.0425,4.6387,8.8397,0.9453,,./results/res_specdiff_512_64_-32.0_1.9_0.02.log
356,specdiff,512,64,0.02,-30,2,,0.8522,0.9382,0.9029,0.9202,,0.8808,0.9551,0.9163,0.9353,,0.8729,0.9493,0.9124,0.9292,,0.7790,0.9030,0.8501,,0.8514,0.9502,0.8911,,0.9255,0.9581,0.9645,,4.13,6.64,8.88,0.9408,6.7581,1.0286,1.2342,1.0426,4.5959,8.7103,0.9456,,./results/res_specdiff_512_64_-30.0_2.0_0.02.log
357,specdiff,512,64,0.02,-30,1.9,,0.8498,0.9353,0.9029,0.9188,,0.8792,0.9531,0.9163,0.9343,,0.8716,0.9477,0.9124,0.9284,,0.7811,0.9032,0.8525,,0.8414,0.9454,0.8844,,0.9258,0.9541,0.9690,,4.28,6.74,8.98,0.9399,6.8610,1.0278,1.2375,1.0455,4.7018,8.8130,0.9467,,./results/res_specdiff_512_64_-30.0_1.9_0.02.log
358,specdiff,512,64,0.02,-33,2,,0.8541,0.9302,0.9127,0.9213,,0.8847,0.9496,0.9254,0.9373,,0.8794,0.9451,0.9236,0.9333,,0.8098,0.9024,0.8876,,0.8428,0.9371,0.8933,,0.9093,0.9493,0.9557,,4.13,6.64,8.88,0.9414,6.7458,1.0400,1.2187,1.0380,4.5540,8.7141,0.9446,,./results/res_specdiff_512_64_-33.0_2.0_0.02.log
359,specdiff,512,64,0.02,-34,2,,0.8554,0.9263,0.9179,0.9221,,0.8872,0.9470,0.9306,0.9386,,0.8813,0.9408,0.9298,0.9343,,0.8226,0.9038,0.9016,,0.8452,0.9352,0.8978,,0.8977,0.9389,0.9534,,4.13,6.63,8.84,0.9409,6.7399,1.0268,1.2073,1.0342,4.5755,8.6825,0.9452,,./results/res_specdiff_512_64_-34.0_2.0_0.02.log
360,specdiff,512,64,0.02,-35,2,,0.8508,0.9201,0.9187,0.9194,,0.8841,0.9419,0.9318,0.9367,,0.8777,0.9355,0.9311,0.9322,,0.8238,0.8981,0.9087,,0.8455,0.9332,0.9000,,0.8822,0.9283,0.9468,,4.13,6.64,8.84,0.9402,6.7409,1.0318,1.2122,1.0353,4.5678,8.6950,0.9461,,./results/res_specdiff_512_64_-35.0_2.0_0.02.log
361,specdiff,512,64,0.02,-35,2.1,,0.8527,0.9254,0.9157,0.9205,,0.8853,0.9455,0.9297,0.9375,,0.8798,0.9394,0.9293,0.9335,,0.8209,0.9016,0.9016,,0.8449,0.9372,0.8956,,0.8917,0.9365,0.9490,,4.80,6.54,8.71,0.9391,6.6384,1.0246,1.2114,1.0339,4.4739,8.5724,0.9461,,./results/res_specdiff_512_64_-35.0_2.1_0.02.log
362,specdiff,512,64,0.02,-35,2.15,,0.8530,0.9281,0.9134,0.9207,,0.8862,0.9481,0.9281,0.9379,,0.8818,0.9430,0.9280,0.9346,,0.8209,0.9016,0.9016,,0.8463,0.9415,0.8933,,0.8912,0.9404,0.9446,,4.74,6.49,8.65,0.9398,6.5864,1.0266,1.1910,1.0207,4.4146,8.5210,0.9457,,./results/res_specdiff_512_64_-35.0_2.15_0.02.log
363,specdiff,512,64,0.02,-32,2.2,,0.8529,0.9382,0.9036,0.9206,,0.8828,0.9551,0.9182,0.9363,,0.8783,0.9519,0.9160,0.9328,,0.8086,0.9082,0.8806,,0.8429,0.9498,0.8822,,0.9066,0.9553,0.9468,,4.70,6.43,8.56,0.9408,6.5352,1.0292,1.1940,1.0210,4.3599,8.4769,0.9469,,./results/res_specdiff_512_64_-32.0_2.2_0.02.log
364,specdiff,512,64,0.02,-36,2.15,,0.8474,0.9230,0.9119,0.9174,,0.8825,0.9445,0.9270,0.9356,,0.8778,0.9391,0.9272,0.9322,,0.8255,0.9002,0.9087,,0.8407,0.9369,0.8911,,0.8755,0.9316,0.9357,,4.74,6.49,8.65,0.9397,6.5835,1.0244,1.1891,1.0201,4.4163,8.5139,0.9456,,./results/res_specdiff_512_64_-36.0_2.15_0.02.log
365,specdiff,512,64,0.02,-36,2.2,,0.8453,0.9228,0.9096,0.9162,,0.8818,0.9443,0.9261,0.9351,,0.8753,0.9375,0.9251,0.9304,,0.8294,0.9026,0.9110,,0.8386,0.9368,0.8889,,0.8675,0.9290,0.9290,,4.70,6.44,8.56,0.9396,6.5307,1.0224,1.1900,1.0192,4.3707,8.4602,0.9466,,./results/res_specdiff_512_64_-36.0_2.2_0.02.log
366,specdiff,512,64,0.02,-36,2.3,,0.8391,0.9263,0.8991,0.9125,,0.8772,0.9464,0.9185,0.9323,,0.8713,0.9398,0.9175,0.9279,,0.8180,0.9052,0.8946,,0.8376,0.9430,0.8822,,0.8610,0.9305,0.9202,,4.59,6.33,8.43,0.9389,6.4124,1.0185,1.1748,1.0132,4.2595,8.3335,0.9429,,./results/res_specdiff_512_64_-36.0_2.3_0.02.log
367,specdiff,512,64,0.02,-40,2.4,,0.8200,0.9140,0.8886,0.9011,,0.8627,0.9361,0.9109,0.9233,,0.8602,0.9331,0.9098,0.9210,,0.7979,0.8876,0.8876,,0.8337,0.9406,0.8800,,0.8282,0.9142,0.8980,,4.51,6.24,8.30,0.9356,6.3022,1.0179,1.2110,1.0139,4.1399,8.2114,0.9420,,./results/res_specdiff_512_64_-40.0_2.4_0.02.log
368,specdiff,512,64,0.02,-40,2.6,,0.8214,0.9214,0.8833,0.9020,,0.8634,0.9411,0.9072,0.9238,,0.8605,0.9381,0.9053,0.9211,,0.8017,0.8995,0.8806,,0.8222,0.9335,0.8733,,0.8399,0.9309,0.8958,,4.03,6.01,8.07,0.9369,6.0645,0.9922,1.1983,1.0075,3.9621,7.9309,0.9440,,./results/res_specdiff_512_64_-40.0_2.6_0.02.log
369,specdiff,512,64,0.02,-50,2.6,,0.7728,0.8651,0.8788,0.8719,,0.8319,0.8990,0.9067,0.9028,,0.8332,0.8982,0.9074,0.9024,,0.7697,0.8486,0.8923,,0.7903,0.8950,0.8711,,0.7592,0.8528,0.8736,,3.50,6.04,8.15,0.9366,6.0960,0.9934,1.4591,1.1001,3.9638,7.9373,0.9357,,./results/res_specdiff_512_64_-50.0_2.6_0.02.log
370,specdiff,512,64,0.02,-34,2.1,,0.8568,0.9310,0.9149,0.9229,,0.8880,0.9502,0.9284,0.9391,,0.8830,0.9445,0.9281,0.9354,,0.8219,0.9076,0.8970,,0.8445,0.9393,0.8933,,0.9034,0.9451,0.9534,,4.80,6.53,8.66,0.9391,6.6363,1.0225,1.2050,1.0323,4.4767,8.5668,0.9456,,./results/res_specdiff_512_64_-34.0_2.1_0.02.log
371,specdiff,512,64,0.02,-34,2.2,,0.8537,0.9328,0.9096,0.9211,,0.8858,0.9513,0.9246,0.9378,,0.8821,0.9466,0.9250,0.9350,,0.8215,0.9095,0.8946,,0.8421,0.9412,0.8889,,0.8968,0.9467,0.9446,,4.70,6.43,8.56,0.9412,6.5309,1.0190,1.1817,1.0172,4.3778,8.4540,0.9477,,./results/res_specdiff_512_64_-34.0_2.2_0.02.log
372,specdiff,512,64,0.02,-34,2.15,,0.8552,0.9323,0.9119,0.9220,,0.8869,0.9510,0.9263,0.9384,,0.8830,0.9464,0.9263,0.9355,,0.8197,0.9074,0.8946,,0.8442,0.9413,0.8911,,0.9011,0.9469,0.9490,,4.74,6.49,8.59,0.9397,6.5849,1.0272,1.1857,1.0194,4.4135,8.5224,0.9465,,./results/res_specdiff_512_64_-34.0_2.15_0.02.log
373,specdiff,1024,64,0.02,-34,2,,0.8236,0.9369,0.8720,0.9033,,0.8623,0.9543,0.8948,0.9235,,0.8505,0.9475,0.8846,0.9144,,0.7787,0.9135,0.8407,,0.8207,0.9419,0.8644,,0.8705,0.9535,0.9091,,5.25,7.41,9.98,0.9482,7.5079,1.1016,1.2825,1.0559,5.1879,9.5942,0.9440,,./results/res_specdiff_1024_64_-34.0_2.0_0.02.log
374,specdiff,1024,64,0.02,-34,1.5,,0.8501,0.9239,0.9142,0.9190,,0.8806,0.9455,0.9251,0.9350,,0.8638,0.9355,0.9120,0.9229,,0.8243,0.9179,0.8899,,0.8508,0.9397,0.9000,,0.8737,0.9147,0.9512,,5.08,8.15,10.99,0.9514,8.3049,1.1356,1.4779,1.1365,5.9180,10.4605,0.9455,,./results/res_specdiff_1024_64_-34.0_1.5_0.02.log
375,specdiff,1024,64,0.02,-34,1,,0.8155,0.8669,0.9322,0.8984,,0.8593,0.9071,0.9394,0.9216,,0.8395,0.8986,0.9178,0.9062,,0.8188,0.9014,0.8993,,0.7890,0.8452,0.9222,,0.8394,0.8591,0.9734,,6.27,9.13,12.43,0.9459,9.3546,1.2847,1.9395,1.3446,6.6338,11.7727,0.9354,,./results/res_specdiff_1024_64_-34.0_1.0_0.02.log
376,specdiff,1024,64,0.02,-34,1.2,,0.8488,0.9068,0.9300,0.9182,,0.8809,0.9342,0.9371,0.9351,,0.8602,0.9233,0.9188,0.9198,,0.8266,0.9061,0.9040,,0.8454,0.9213,0.9111,,0.8728,0.8941,0.9734,,5.83,8.67,11.59,0.9538,8.8384,1.1626,1.5246,1.1561,6.3873,11.0377,0.9422,,./results/res_specdiff_1024_64_-34.0_1.2_0.02.log
377,specdiff,1024,64,0.02,-34,1.7,,0.8291,0.9262,0.8878,0.9066,,0.8658,0.9464,0.9062,0.9258,,0.8479,0.9338,0.8921,0.9120,,0.7879,0.9123,0.8525,,0.8298,0.9382,0.8778,,0.8678,0.9272,0.9313,,5.82,7.85,10.58,0.9466,7.9740,1.1093,1.4486,1.1220,5.6449,10.0822,0.9403,,./results/res_specdiff_1024_64_-34.0_1.7_0.02.log
378,specdiff,1024,64,0.02,-34,1.4,,0.8470,0.9172,0.9172,0.9172,,0.8786,0.9410,0.9272,0.9338,,0.8608,0.9316,0.9122,0.9208,,0.8272,0.9141,0.8970,,0.8491,0.9375,0.9000,,0.8635,0.9015,0.9534,,5.44,8.32,11.10,0.9516,8.4784,1.1380,1.4703,1.1298,6.0875,10.6395,0.9437,,./results/res_specdiff_1024_64_-34.0_1.4_0.02.log
