ID,Method,Buffer Size,Hop size,Min IOI,Silence Threshold,Onset Threshold,,Global Accuracy,Global Precision,Global Recall,Global f1,,MAvg_pp Accuracy,MAvg_pp Precision,MAvg_pp Recall,MAvg_pp f1,,MAvg_t Accuracy,MAvg_t Precision,MAvg_t Recall,MAvg_t f1,,Piano Accuracy,Piano Precision,Piano Recall,,Mezzoforte Accuracy,Mezzoforte Precision,Mezzoforte Recall,,Forte Accuracy,Forte Precision,Forte Recall,,Adj Min (ms),Avg (ms),Adj Max (ms),Percentage in Adj min-max,MAvg_t Mean,MAvg_t IQR,MAvg_t Var,MAvg_t SD,MAvg_t loTukeyFence,MAvg_t hiTukeyFence,MAvg_t percentageIn,,Logfile name
379,specdiff,1024,64,0.02,-34,1.55,,0.8438,0.9234,0.9074,0.9153,,0.8762,0.9450,0.9202,0.9323,,0.8578,0.9342,0.9050,0.9187,,0.8156,0.9171,0.8806,,0.8487,0.9395,0.8978,,0.8656,0.9140,0.9424,,4.96,8.08,10.87,0.9510,8.2196,1.1216,1.4621,1.1284,5.8627,10.3491,0.9421,,./results/res_specdiff_1024_64_-34.0_1.55_0.02.log
380,specdiff,1024,64,0.02,-34,1.45,,0.8474,0.9191,0.9157,0.9174,,0.8788,0.9423,0.9262,0.9339,,0.8610,0.9326,0.9113,0.9210,,0.8247,0.9159,0.8923,,0.8491,0.9375,0.9000,,0.8669,0.9053,0.9534,,5.25,8.24,11.05,0.9523,8.3946,1.1351,1.4637,1.1258,6.0076,10.5481,0.9447,,./results/res_specdiff_1024_64_-34.0_1.45_0.02.log
381,specdiff,1024,64,0.02,-30,1.4,,0.8519,0.9354,0.9051,0.9200,,0.8777,0.9543,0.9144,0.9338,,0.8577,0.9443,0.8972,0.9189,,0.8057,0.9225,0.8642,,0.8493,0.9501,0.8889,,0.8983,0.9332,0.9601,,5.44,8.33,11.16,0.9517,8.4994,1.1633,1.4956,1.1392,6.0737,10.7270,0.9447,,./results/res_specdiff_1024_64_-30.0_1.4_0.02.log
382,specdiff,1024,64,0.02,-30,1.3,,0.8559,0.9323,0.9127,0.9224,,0.8814,0.9523,0.9205,0.9359,,0.8597,0.9422,0.9009,0.9197,,0.8048,0.9160,0.8689,,0.8541,0.9461,0.8978,,0.9066,0.9338,0.9690,,5.67,8.50,11.39,0.9554,8.6725,1.1536,1.5045,1.1460,6.2514,10.8656,0.9426,,./results/res_specdiff_1024_64_-30.0_1.3_0.02.log
383,specdiff,1024,64,0.02,-30,1.2,,0.8567,0.9225,0.9232,0.9228,,0.8837,0.9457,0.9294,0.9371,,0.8605,0.9342,0.9086,0.9197,,0.8139,0.9148,0.8806,,0.8479,0.9314,0.9044,,0.9059,0.9210,0.9823,,5.83,8.67,11.59,0.9543,8.8513,1.1742,1.5419,1.1632,6.3851,11.0817,0.9418,,./results/res_specdiff_1024_64_-30.0_1.2_0.02.log
384,specdiff,1024,64,0.02,-30,1.1,,0.8318,0.8936,0.9232,0.9081,,0.8680,0.9263,0.9301,0.9274,,0.8443,0.9148,0.9063,0.9087,,0.8035,0.9118,0.8712,,0.8091,0.8763,0.9133,,0.8807,0.8949,0.9823,,6.04,8.87,12.02,0.9527,9.0623,1.1982,1.6863,1.2276,6.5364,11.3292,0.9355,,./results/res_specdiff_1024_64_-30.0_1.1_0.02.log
385,specdiff,1024,64,0.02,-30,1.25,,0.8552,0.9276,0.9164,0.9220,,0.8818,0.9491,0.9239,0.9361,,0.8595,0.9382,0.9039,0.9193,,0.8095,0.9144,0.8759,,0.8491,0.9375,0.9000,,0.9050,0.9299,0.9712,,5.75,8.58,11.41,0.9523,8.7587,1.1513,1.4986,1.1488,6.3397,10.9451,0.9420,,./results/res_specdiff_1024_64_-30.0_1.25_0.02.log
386,specdiff,1024,64,0.02,-30,1.35,,0.8549,0.9343,0.9096,0.9218,,0.8799,0.9536,0.9176,0.9351,,0.8582,0.9433,0.8983,0.9188,,0.8039,0.9202,0.8642,,0.8556,0.9505,0.8956,,0.9027,0.9316,0.9667,,5.58,8.42,11.26,0.9536,8.5865,1.1658,1.5029,1.1436,6.1494,10.8128,0.9436,,./results/res_specdiff_1024_64_-30.0_1.35_0.02.log
387,specdiff,1024,64,0.02,-32,1.4,,0.8506,0.9252,0.9134,0.9193,,0.8794,0.9474,0.9224,0.9345,,0.8623,0.9396,0.9075,0.9221,,0.8182,0.9153,0.8852,,0.8520,0.9460,0.8956,,0.8798,0.9153,0.9579,,5.44,8.33,11.10,0.9514,8.4890,1.1433,1.4840,1.1362,6.0893,10.6623,0.9444,,./results/res_specdiff_1024_64_-32.0_1.4_0.02.log
388,specdiff,1024,64,0.02,-32,1.35,,0.8536,0.9242,0.9179,0.9210,,0.8815,0.9468,0.9257,0.9358,,0.8627,0.9387,0.9086,0.9221,,0.8164,0.9130,0.8852,,0.8584,0.9464,0.9022,,0.8841,0.9139,0.9645,,5.58,8.42,11.24,0.9516,8.5782,1.1583,1.4968,1.1419,6.1443,10.7773,0.9437,,./results/res_specdiff_1024_64_-32.0_1.35_0.02.log
389,specdiff,1024,64,0.02,-32,1.45,,0.8523,0.9280,0.9127,0.9203,,0.8805,0.9492,0.9219,0.9352,,0.8632,0.9412,0.9071,0.9227,,0.8156,0.9171,0.8806,,0.8559,0.9484,0.8978,,0.8834,0.9191,0.9579,,5.25,8.25,11.05,0.9521,8.4040,1.1457,1.4781,1.1324,6.0009,10.5836,0.9449,,./results/res_specdiff_1024_64_-32.0_1.45_0.02.log
390,specdiff,1024,64,0.02,-36,1.5,,0.8479,0.9205,0.9149,0.9177,,0.8806,0.9430,0.9270,0.9348,,0.8617,0.9307,0.9125,0.9209,,0.8286,0.9183,0.8946,,0.8532,0.9378,0.9044,,0.8606,0.9064,0.9446,,5.08,8.15,10.94,0.9506,8.2955,1.1302,1.4728,1.1345,5.9151,10.4357,0.9449,,./results/res_specdiff_1024_64_-36.0_1.5_0.02.log
391,specdiff,1024,64,0.02,-36,1.6,,0.8378,0.9215,0.9021,0.9117,,0.8735,0.9435,0.9178,0.9304,,0.8525,0.9296,0.9005,0.9144,,0.8091,0.9165,0.8735,,0.8491,0.9375,0.9000,,0.8537,0.9111,0.9313,,4.83,8.00,10.83,0.9524,8.1279,1.1043,1.4550,1.1250,5.8057,10.2230,0.9390,,./results/res_specdiff_1024_64_-36.0_1.6_0.02.log
392,specdiff,1024,64,0.02,-36,1.55,,0.8390,0.9184,0.9066,0.9125,,0.8745,0.9414,0.9211,0.9310,,0.8544,0.9285,0.9046,0.9159,,0.8200,0.9175,0.8852,,0.8473,0.9353,0.9000,,0.8488,0.9034,0.9335,,4.96,8.07,10.87,0.9510,8.2093,1.1080,1.4571,1.1266,5.8786,10.3107,0.9401,,./results/res_specdiff_1024_64_-36.0_1.55_0.02.log
393,specdiff,1024,64,0.02,-36,1.7,,0.8277,0.9220,0.8901,0.9057,,0.8664,0.9435,0.9092,0.9260,,0.8483,0.9301,0.8951,0.9119,,0.7987,0.9134,0.8642,,0.8285,0.9340,0.8800,,0.8545,0.9185,0.9246,,5.82,7.84,10.50,0.9450,7.9624,1.1278,1.4365,1.1178,5.5919,10.1031,0.9411,,./results/res_specdiff_1024_64_-36.0_1.7_0.02.log
394,specdiff,1024,64,0.02,-38,1.5,,0.8491,0.9174,0.9194,0.9184,,0.8823,0.9410,0.9310,0.9358,,0.8682,0.9307,0.9221,0.9257,,0.8398,0.9173,0.9087,,0.8634,0.9405,0.9133,,0.8440,0.8960,0.9357,,5.08,8.17,10.99,0.9492,8.3001,1.1544,1.5060,1.1477,5.8627,10.4802,0.9422,,./results/res_specdiff_1024_64_-38.0_1.5_0.02.log
395,specdiff,1024,64,0.02,-38,1.6,,0.8390,0.9184,0.9066,0.9125,,0.8752,0.9413,0.9218,0.9314,,0.8591,0.9298,0.9101,0.9194,,0.8203,0.9155,0.8876,,0.8592,0.9402,0.9089,,0.8370,0.9004,0.9224,,4.83,8.01,10.83,0.9502,8.1329,1.1326,1.4886,1.1382,5.7362,10.2664,0.9404,,./results/res_specdiff_1024_64_-38.0_1.6_0.02.log
396,specdiff,1024,64,0.02,-38,1.4,,0.8460,0.9108,0.9224,0.9166,,0.8803,0.9366,0.9331,0.9346,,0.8654,0.9269,0.9223,0.9238,,0.8427,0.9136,0.9157,,0.8616,0.9384,0.9133,,0.8343,0.8831,0.9379,,5.44,8.33,11.16,0.9502,8.4676,1.1633,1.4955,1.1389,6.0124,10.6656,0.9428,,./results/res_specdiff_1024_64_-38.0_1.4_0.02.log
397,specdiff,1024,64,0.02,-38,1.45,,0.8471,0.9128,0.9217,0.9172,,0.8810,0.9379,0.9326,0.9350,,0.8672,0.9284,0.9234,0.9251,,0.8423,0.9155,0.9133,,0.8616,0.9384,0.9133,,0.8376,0.8868,0.9379,,5.25,8.25,11.05,0.9502,8.3879,1.1580,1.4929,1.1378,5.9402,10.5723,0.9423,,./results/res_specdiff_1024_64_-38.0_1.45_0.02.log
398,specdiff,1024,64,0.02,-40,1.5,,0.8391,0.9101,0.9149,0.9125,,0.8756,0.9359,0.9277,0.9316,,0.8622,0.9257,0.9195,0.9219,,0.8384,0.9131,0.9110,,0.8500,0.9315,0.9067,,0.8294,0.8875,0.9268,,5.08,8.16,10.99,0.9490,8.2954,1.1443,1.5045,1.1469,5.8758,10.4529,0.9420,,./results/res_specdiff_1024_64_-40.0_1.5_0.02.log
399,specdiff,1024,64,0.02,-40,1.6,,0.8323,0.9126,0.9044,0.9085,,0.8707,0.9374,0.9202,0.9286,,0.8542,0.9245,0.9088,0.9161,,0.8190,0.9113,0.8899,,0.8497,0.9335,0.9044,,0.8280,0.8942,0.9180,,4.83,8.01,10.83,0.9500,8.1298,1.1297,1.4882,1.1379,5.7398,10.2584,0.9403,,./results/res_specdiff_1024_64_-40.0_1.6_0.02.log
400,specdiff,1024,64,0.02,-40,1.7,,0.8242,0.9144,0.8931,0.9036,,0.8650,0.9383,0.9121,0.9250,,0.8524,0.9277,0.9038,0.9153,,0.8108,0.9084,0.8829,,0.8309,0.9321,0.8844,,0.8303,0.9033,0.9113,,5.82,7.86,10.63,0.9469,7.9646,1.1331,1.4670,1.1296,5.5746,10.1071,0.9407,,./results/res_specdiff_1024_64_-40.0_1.7_0.02.log
401,specdiff,2048,64,0.02,-38,1,,0.8403,0.8999,0.9270,0.9132,,0.8776,0.9302,0.9364,0.9327,,0.8658,0.9246,0.9265,0.9245,,0.8543,0.9225,0.9204,,0.8279,0.9029,0.9089,,0.8395,0.8773,0.9512,,5.04,10.41,15.65,0.9708,10.6261,2.1150,3.4471,1.7873,6.3329,14.7928,0.9531,,./results/res_specdiff_2048_64_-38.0_1.0_0.02.log
402,specdiff,2048,64,0.02,-38,1.2,,0.8191,0.9186,0.8833,0.9006,,0.8621,0.9416,0.9050,0.9230,,0.8469,0.9303,0.8935,0.9112,,0.7908,0.9190,0.8501,,0.8157,0.9227,0.8756,,0.8490,0.9143,0.9224,,7.21,9.45,13.26,0.9676,9.6121,1.4848,1.8496,1.3158,6.5640,12.5032,0.9561,,./results/res_specdiff_2048_64_-38.0_1.2_0.02.log
403,specdiff,2048,64,0.02,-38,1.1,,0.8367,0.9080,0.9142,0.9111,,0.8748,0.9353,0.9272,0.9310,,0.8616,0.9269,0.9175,0.9216,,0.8322,0.9227,0.8946,,0.8211,0.9058,0.8978,,0.8560,0.8973,0.9490,,5.20,9.79,13.96,0.9687,9.9643,1.5747,2.2402,1.4579,6.7063,13.0052,0.9457,,./results/res_specdiff_2048_64_-38.0_1.1_0.02.log
404,specdiff,2048,64,0.02,-38,0.9,,0.8423,0.8965,0.9330,0.9144,,0.8767,0.9275,0.9393,0.9325,,0.8687,0.9250,0.9314,0.9270,,0.8636,0.9194,0.9344,,0.8216,0.8932,0.9111,,0.8431,0.8793,0.9534,,3.00,11.39,19.76,0.9855,11.6062,2.6199,4.7123,2.1363,6.3044,16.7839,0.9557,,./results/res_specdiff_2048_64_-38.0_0.9_0.02.log
405,specdiff,2048,64,0.02,-38,0.8,,0.8437,0.8926,0.9390,0.9152,,0.8778,0.9251,0.9436,0.9332,,0.8704,0.9243,0.9349,0.9281,,0.8690,0.9277,0.9321,,0.8182,0.8809,0.9200,,0.8463,0.8735,0.9645,,5.46,12.43,19.21,0.9800,12.6783,2.7188,5.0076,2.2037,7.3126,18.1877,0.9634,,./results/res_specdiff_2048_64_-38.0_0.8_0.02.log
406,specdiff,2048,64,0.02,-35,0.7,,0.8340,0.8858,0.9345,0.9095,,0.8675,0.9208,0.9368,0.9274,,0.8613,0.9197,0.9297,0.9228,,0.8609,0.9375,0.9133,,0.7973,0.8586,0.9178,,0.8472,0.8690,0.9712,,8.42,13.24,18.48,0.9597,13.4912,2.0256,4.7181,2.1142,9.5211,17.6236,0.9347,,./results/res_specdiff_2048_64_-35.0_0.7_0.02.log
407,specdiff,2048,64,0.02,-32,0.7,,0.8396,0.8962,0.9300,0.9128,,0.8671,0.9279,0.9301,0.9277,,0.8599,0.9254,0.9231,0.9222,,0.8496,0.9389,0.8993,,0.8031,0.8674,0.9156,,0.8676,0.8887,0.9734,,8.45,13.24,18.48,0.9595,13.4847,2.0282,4.6415,2.0965,9.5024,17.6154,0.9352,,./results/res_specdiff_2048_64_-32.0_0.7_0.02.log
408,specdiff,2048,64,0.02,-32,0.65,,0.8302,0.8876,0.9277,0.9072,,0.8585,0.9224,0.9263,0.9227,,0.8524,0.9210,0.9193,0.9178,,0.8370,0.9337,0.8899,,0.7923,0.8548,0.9156,,0.8627,0.8818,0.9756,,8.95,13.53,18.44,0.9424,13.7825,1.6888,4.3420,2.0212,10.5615,17.3167,0.9263,,./results/res_specdiff_2048_64_-32.0_0.65_0.02.log
409,specdiff,2048,64,0.02,-32,0.75,,0.8472,0.9042,0.9307,0.9173,,0.8745,0.9330,0.9327,0.9319,,0.8653,0.9291,0.9244,0.9251,,0.8477,0.9366,0.8993,,0.8130,0.8769,0.9178,,0.8815,0.9033,0.9734,,7.70,12.86,18.65,0.9773,13.1502,2.2448,4.5894,2.0991,8.7558,17.7350,0.9553,,./results/res_specdiff_2048_64_-32.0_0.75_0.02.log
410,specdiff,2048,64,0.02,-32,0.8,,0.8537,0.9109,0.9315,0.9211,,0.8819,0.9372,0.9361,0.9360,,0.8741,0.9351,0.9281,0.9304,,0.8543,0.9370,0.9063,,0.8244,0.8901,0.9178,,0.8828,0.9085,0.9690,,7.45,12.44,19.21,0.9806,12.6984,2.6767,4.8664,2.1743,7.4091,18.1159,0.9652,,./results/res_specdiff_2048_64_-32.0_0.8_0.02.log
411,specdiff,2048,64,0.02,-32,0.85,,0.8521,0.9120,0.9285,0.9201,,0.8808,0.9379,0.9339,0.9353,,0.8731,0.9357,0.9263,0.9299,,0.8543,0.9370,0.9063,,0.8306,0.8996,0.9156,,0.8715,0.9023,0.9623,,3.83,11.93,19.85,0.9805,12.2147,2.9056,5.0131,2.2074,6.4184,18.0409,0.9687,,./results/res_specdiff_2048_64_-32.0_0.85_0.02.log
412,specdiff,2048,64,0.02,-33,0.8,,0.8510,0.9064,0.9330,0.9195,,0.8816,0.9341,0.9386,0.9357,,0.8743,0.9327,0.9306,0.9304,,0.8590,0.9353,0.9133,,0.8227,0.8882,0.9178,,0.8720,0.8990,0.9667,,5.46,12.44,19.21,0.9806,12.6990,2.6725,4.9380,2.1896,7.4237,18.1136,0.9642,,./results/res_specdiff_2048_64_-33.0_0.8_0.02.log
413,specdiff,2048,64,0.02,-33,0.85,,0.8512,0.9088,0.9307,0.9196,,0.8818,0.9357,0.9370,0.9358,,0.8757,0.9342,0.9308,0.9314,,0.8593,0.9332,0.9157,,0.8290,0.8976,0.9156,,0.8660,0.8983,0.9601,,3.83,11.93,19.85,0.9806,12.2144,2.9089,5.0636,2.2179,6.4077,18.0434,0.9683,,./results/res_specdiff_2048_64_-33.0_0.85_0.02.log
414,specdiff,2048,64,0.02,-35,0.85,,0.8470,0.9012,0.9337,0.9172,,0.8798,0.9306,0.9398,0.9345,,0.8744,0.9301,0.9334,0.9306,,0.8603,0.9271,0.9227,,0.8260,0.8920,0.9178,,0.8557,0.8873,0.9601,,3.52,11.92,19.85,0.9815,12.1741,2.9926,5.0774,2.2206,6.1910,18.1615,0.9683,,./results/res_specdiff_2048_64_-35.0_0.85_0.02.log
415,kl,64,64,0.02,-32,3,,0.7611,0.8277,0.9044,0.8643,,0.8038,0.8640,0.9159,0.8883,,0.8001,0.8676,0.9054,0.8840,,0.7245,0.8034,0.8806,,0.7546,0.8219,0.9022,,0.8042,0.8569,0.9290,,0.91,3.74,6.13,0.9376,3.7056,1.1536,2.0194,1.2595,1.2120,5.8263,0.9472,,./results/res_kl_64_64_-32.0_3.0_0.02.log
416,kl,64,64,0.02,-32,3.5,,0.7940,0.8940,0.8765,0.8852,,0.8294,0.9148,0.8946,0.9045,,0.8270,0.9158,0.8893,0.9019,,0.7269,0.8551,0.8290,,0.8093,0.9027,0.8867,,0.8457,0.9215,0.9113,,0.79,2.99,5.28,0.9416,2.9399,1.1157,1.9448,1.2094,0.5194,4.9823,0.9464,,./results/res_kl_64_64_-32.0_3.5_0.02.log
417,kl,64,64,0.02,-32,3.7,,0.7904,0.9264,0.8434,0.8829,,0.8288,0.9444,0.8666,0.9038,,0.8269,0.9514,0.8591,0.9015,,0.7309,0.8846,0.8080,,0.8033,0.9320,0.8533,,0.8373,0.9607,0.8670,,0.21,2.55,4.53,0.9429,2.4838,1.0274,1.6845,1.1009,0.2958,4.4056,0.9661,,./results/res_kl_64_64_-32.0_3.7_0.02.log
418,kl,64,64,0.02,-28,3.5,,0.8020,0.9156,0.8660,0.8901,,0.8350,0.9303,0.8870,0.9081,,0.8292,0.9294,0.8801,0.9034,,0.7215,0.8792,0.8009,,0.8205,0.9313,0.8733,,0.8628,0.9326,0.9202,,0.79,2.96,5.23,0.9435,2.9324,1.1156,1.8555,1.1959,0.5202,4.9827,0.9486,,./results/res_kl_64_64_-28.0_3.5_0.02.log
419,kl,64,64,0.02,-28,3.3,,0.8048,0.9022,0.8818,0.8919,,0.8352,0.9190,0.8983,0.9086,,0.8278,0.9186,0.8892,0.9027,,0.7293,0.8610,0.8267,,0.8182,0.9209,0.8800,,0.8665,0.9214,0.9357,,0.68,3.26,5.78,0.9471,3.2466,1.2093,1.9357,1.2545,0.6660,5.5033,0.9511,,./results/res_kl_64_64_-28.0_3.3_0.02.log
420,kl,64,64,0.02,-28,3.7,,0.7917,0.9413,0.8328,0.8837,,0.8300,0.9555,0.8590,0.9044,,0.8245,0.9602,0.8499,0.8999,,0.7257,0.9032,0.7869,,0.8021,0.9496,0.8378,,0.8470,0.9680,0.8714,,0.21,2.50,4.53,0.9467,2.4663,1.0327,1.4959,1.0669,0.2827,4.4134,0.9680,,./results/res_kl_64_64_-28.0_3.7_0.02.log
421,kl,64,64,0.02,-20,3,,0.7404,0.9729,0.7560,0.8508,,0.7373,0.9732,0.7526,0.8487,,0.7077,0.9655,0.7245,0.8140,,0.5671,0.9800,0.5738,,0.7007,0.9671,0.7178,,0.9417,0.9732,0.9667,,1.52,3.57,5.96,0.9542,3.5808,1.1161,1.0662,0.9733,1.2492,5.7134,0.9643,,./results/res_kl_64_64_-20.0_3.0_0.02.log
422,kl,64,64,0.02,-20,2,,0.7105,0.8770,0.7892,0.8308,,0.7165,0.8775,0.7960,0.8347,,0.7155,0.8955,0.7804,0.8242,,0.5886,0.9522,0.6066,,0.6386,0.8024,0.7578,,0.8942,0.8996,0.9933,,1.72,4.40,6.73,0.9504,4.4123,1.1855,1.5323,1.1696,1.9262,6.6684,0.9530,,./results/res_kl_64_64_-20.0_2.0_0.02.log
423,kl,64,64,0.02,-20,1,,0.3575,0.3961,0.7861,0.5267,,0.4654,0.5333,0.7939,0.6172,,0.5095,0.6236,0.7786,0.6532,,0.2476,0.2978,0.5948,,0.2698,0.2952,0.7578,,0.7127,0.7150,0.9956,,2.18,4.92,7.83,0.9598,4.9119,1.3506,1.7239,1.2672,2.0762,7.4786,0.9541,,./results/res_kl_64_64_-20.0_1.0_0.02.log
424,kl,64,64,0.02,-40,3.7,,0.7785,0.8998,0.8524,0.8755,,0.8214,0.9229,0.8759,0.8987,,0.8254,0.9296,0.8737,0.9002,,0.7386,0.8662,0.8337,,0.7854,0.8981,0.8622,,0.8117,0.9349,0.8603,,0.21,2.57,4.53,0.9399,2.4861,1.0285,1.7130,1.1025,0.2932,4.4073,0.9609,,./results/res_kl_64_64_-40.0_3.7_0.02.log
425,kl,64,64,0.02,-35,3.7,,0.7854,0.9133,0.8486,0.8798,,0.8250,0.9338,0.8711,0.9013,,0.8260,0.9406,0.8660,0.9008,,0.7296,0.8744,0.8150,,0.8004,0.9153,0.8644,,0.8263,0.9489,0.8647,,0.21,2.57,4.53,0.9397,2.4927,1.0315,1.7277,1.1069,0.2922,4.4183,0.9630,,./results/res_kl_64_64_-35.0_3.7_0.02.log
426,kl,128,64,0.02,-32,3,,0.7937,0.8671,0.9036,0.8850,,0.8338,0.8970,0.9175,0.9068,,0.8286,0.8986,0.9090,0.9023,,0.7581,0.8449,0.8806,,0.7863,0.8698,0.8911,,0.8360,0.8849,0.9379,,1.92,4.08,6.38,0.9392,4.1055,1.2542,1.7447,1.1827,1.4550,6.4718,0.9561,,./results/res_kl_128_64_-32.0_3.0_0.02.log
427,kl,128,64,0.02,-32,3.5,,0.8173,0.9099,0.8893,0.8995,,0.8504,0.9306,0.9044,0.9173,,0.8449,0.9291,0.8990,0.9131,,0.7652,0.8795,0.8548,,0.8202,0.9211,0.8822,,0.8657,0.9270,0.9290,,0.79,3.32,5.45,0.9356,3.3208,1.1541,1.7897,1.1879,0.8477,5.4639,0.9438,,./results/res_kl_128_64_-32.0_3.5_0.02.log
428,kl,128,64,0.02,-32,3.3,,0.8120,0.8949,0.8976,0.8962,,0.8464,0.9181,0.9118,0.9148,,0.8419,0.9192,0.9054,0.9111,,0.7593,0.8621,0.8642,,0.8126,0.9068,0.8867,,0.8635,0.9138,0.9401,,1.08,3.63,5.76,0.9329,3.6477,1.2447,1.8314,1.2032,1.0084,5.9872,0.9498,,./results/res_kl_128_64_-32.0_3.3_0.02.log
429,kl,128,64,0.02,-32,3.7,,0.8010,0.9382,0.8456,0.8895,,0.8351,0.9520,0.8682,0.9080,,0.8353,0.9615,0.8619,0.9073,,0.7277,0.8883,0.8009,,0.8166,0.9527,0.8511,,0.8596,0.9707,0.8825,,0.35,2.78,4.92,0.9537,2.7458,1.0163,1.2346,1.0118,0.5958,4.6612,0.9619,,./results/res_kl_128_64_-32.0_3.7_0.02.log
430,kl,128,64,0.02,-32,3.55,,0.8167,0.9163,0.8825,0.8991,,0.8498,0.9349,0.8996,0.9169,,0.8471,0.9341,0.8967,0.9145,,0.7568,0.8783,0.8454,,0.8285,0.9340,0.8800,,0.8646,0.9347,0.9202,,0.75,3.23,5.35,0.9360,3.2111,1.1493,1.7373,1.1610,0.7510,5.3480,0.9486,,./results/res_kl_128_64_-32.0_3.55_0.02.log
431,kl,128,64,0.02,-32,3.6,,0.8123,0.9206,0.8735,0.8964,,0.8458,0.9378,0.8924,0.9145,,0.8436,0.9360,0.8906,0.9124,,0.7511,0.8834,0.8337,,0.8235,0.9378,0.8711,,0.8619,0.9385,0.9135,,0.71,3.11,5.18,0.9405,3.0930,1.1521,1.6985,1.1446,0.6315,5.2400,0.9518,,./results/res_kl_128_64_-32.0_3.6_0.02.log
432,kl,128,64,0.02,-28,3.6,,0.8041,0.9333,0.8532,0.8914,,0.8374,0.9464,0.8757,0.9095,,0.8325,0.9438,0.8718,0.9054,,0.7201,0.8915,0.7892,,0.8102,0.9524,0.8444,,0.8814,0.9519,0.9224,,0.71,3.05,5.11,0.9453,3.0658,1.1219,1.4688,1.0938,0.6839,5.1716,0.9550,,./results/res_kl_128_64_-28.0_3.6_0.02.log
433,kl,128,64,0.02,-28,3.4,,0.8187,0.9246,0.8773,0.9003,,0.8480,0.9391,0.8944,0.9162,,0.8371,0.9358,0.8843,0.9077,,0.7340,0.8892,0.8080,,0.8270,0.9423,0.8711,,0.8935,0.9386,0.9490,,0.94,3.43,5.62,0.9408,3.4696,1.2032,1.6257,1.1500,0.9344,5.7471,0.9547,,./results/res_kl_128_64_-28.0_3.4_0.02.log
434,kl,128,64,0.02,-28,3.5,,0.8170,0.9300,0.8705,0.8993,,0.8473,0.9443,0.8888,0.9157,,0.8368,0.9403,0.8795,0.9075,,0.7308,0.8930,0.8009,,0.8242,0.9465,0.8644,,0.8947,0.9465,0.9424,,0.79,3.27,5.42,0.9429,3.2949,1.1274,1.5999,1.1410,0.8930,5.4026,0.9498,,./results/res_kl_128_64_-28.0_3.5_0.02.log
435,kl,128,64,0.02,-28,3.3,,0.8140,0.9194,0.8765,0.8975,,0.8433,0.9348,0.8931,0.9135,,0.8330,0.9324,0.8830,0.9051,,0.7273,0.8821,0.8056,,0.8176,0.9353,0.8667,,0.8958,0.9368,0.9534,,1.05,3.57,5.72,0.9416,3.6192,1.2049,1.6413,1.1548,1.0782,5.8980,0.9541,,./results/res_kl_128_64_-28.0_3.3_0.02.log
436,kl,128,64,0.02,-34,3.55,,0.8147,0.9090,0.8870,0.8979,,0.8485,0.9291,0.9035,0.9161,,0.8476,0.9296,0.9016,0.9149,,0.7599,0.8750,0.8525,,0.8264,0.9217,0.8889,,0.8571,0.9283,0.9180,,0.75,3.25,5.35,0.9329,3.2222,1.1672,1.8748,1.1864,0.7126,5.3815,0.9473,,./results/res_kl_128_64_-34.0_3.55_0.02.log
437,kl,128,64,0.02,-34,3.65,,0.8087,0.9210,0.8690,0.8942,,0.8440,0.9387,0.8892,0.9132,,0.8469,0.9430,0.8880,0.9142,,0.7416,0.8781,0.8267,,0.8239,0.9357,0.8733,,0.8608,0.9466,0.9047,,0.65,3.00,5.14,0.9463,2.9567,1.1228,1.6685,1.1243,0.5796,5.0708,0.9591,,./results/res_kl_128_64_-34.0_3.65_0.02.log
438,kl,128,64,0.02,-34,3.5,,0.8147,0.9020,0.8938,0.8979,,0.8488,0.9245,0.9084,0.9163,,0.8429,0.9228,0.9024,0.9117,,0.7704,0.8765,0.8642,,0.8184,0.9093,0.8911,,0.8545,0.9185,0.9246,,0.79,3.35,5.48,0.9334,3.3287,1.1514,1.9219,1.2117,0.8486,5.4541,0.9426,,./results/res_kl_128_64_-34.0_3.5_0.02.log
439,kl,128,64,0.02,-34,3.6,,0.8120,0.9152,0.8780,0.8962,,0.8457,0.9333,0.8963,0.9144,,0.8451,0.9326,0.8956,0.9133,,0.7542,0.8799,0.8407,,0.8267,0.9318,0.8800,,0.8545,0.9320,0.9113,,0.71,3.14,5.24,0.9391,3.1046,1.1576,1.8396,1.1706,0.6251,5.2556,0.9504,,./results/res_kl_128_64_-34.0_3.6_0.02.log
440,kl,128,64,0.02,-36,3.6,,0.8012,0.9024,0.8773,0.8897,,0.8386,0.9244,0.8958,0.9099,,0.8423,0.9258,0.8982,0.9114,,0.7521,0.8720,0.8454,,0.8128,0.9165,0.8778,,0.8381,0.9170,0.9069,,0.71,3.14,5.24,0.9391,3.1000,1.1565,1.8328,1.1699,0.6217,5.2478,0.9505,,./results/res_kl_128_64_-36.0_3.6_0.02.log
441,kl,128,64,0.02,-36,3.7,,0.8001,0.9279,0.8532,0.8890,,0.8356,0.9449,0.8743,0.9082,,0.8410,0.9557,0.8717,0.9106,,0.7378,0.8835,0.8173,,0.8130,0.9370,0.8600,,0.8501,0.9613,0.8803,,0.35,2.81,4.92,0.9506,2.7551,1.0343,1.3875,1.0448,0.5620,4.6993,0.9606,,./results/res_kl_128_64_-36.0_3.7_0.02.log
